rank,finalWorth,personName,age,country,city,source,industries,countryOfCitizenship,organization,selfMade,status,gender,lastName,firstName,title,state,residenceStateRegion,birthYear,birthMonth,birthDay,cpi_country,cpi_change_country,gdp_country,gross_tertiary_education_enrollment,gross_primary_education_enrollment_country,life_expectancy_country,tax_revenue_country_country,total_tax_rate_country,population_country,latitude_country,longitude_country
852,3400,John Middleton,68.0,United States,Bryn Mawr,Tobacco,Food & Beverage,United States,,False,E,M,Middleton,John,,Pennsylvania,Northeast,1955.0,3.0,2.0,117.24,7.5,"$21,427,700,000,000 ",88.2,101.8,78.5,9.6,36.6,328239523.0,37.09024,-95.712891
852,3400,Hiroshi Mikitani,58.0,Japan,Tokyo,Online retail,Fashion & Retail,Japan,,True,D,M,Mikitani,Hiroshi,,,,1965.0,3.0,11.0,105.48,0.5,"$5,081,769,542,380 ",63.2,98.8,84.2,11.9,46.7,126226568.0,36.204824,138.252924
852,3400,Bob Parsons,72.0,United States,Scottsdale,Web hosting,Technology,United States,,True,E,M,Parsons,Bob,,Arizona,West,1950.0,11.0,27.0,117.24,7.5,"$21,427,700,000,000 ",88.2,101.8,78.5,9.6,36.6,328239523.0,37.09024,-95.712891
852,3400,J. Joe Ricketts & family,81.0,United States,Little Jackson Hole,TD Ameritrade,Finance & Investments,United States,,True,D,M,Ricketts,J. Joe,,Wyoming,South,1941.0,7.0,16.0,117.24,7.5,"$21,427,700,000,000 ",88.2,101.8,78.5,9.6,36.6,328239523.0,37.09024,-95.712891
852,3400,Herb Simon,88.0,United States,Indianapolis,Real estate,Real Estate,United States,Simon Property Group,True,D,M,Simon,Herb,"Chairman Emeritus of the Board of Simon Property Group, Inc.",Indiana,Midwest,1934.0,10.0,23.0,117.24,7.5,"$21,427,700,000,000 ",88.2,101.8,78.5,9.6,36.6,328239523.0,37.09024,-95.712891
852,3400,Leena Tewari,65.0,India,Mumbai,Pharmaceuticals,Healthcare,India,,False,D,F,Tewari,Leena,,,,1957.0,9.0,3.0,180.44,7.7,"$2,611,000,000,000 ",28.1,113.0,69.4,11.2,49.7,1366417754.0,20.593684,78.96288
852,3400,Stefan von Holtzbrinck,59.0,Germany,Stuttgart,Publishing,Media & Entertainment,Germany,,False,U,M,von Holtzbrinck,Stefan,,,,1963.0,5.0,15.0,112.85,1.4,"$3,845,630,030,824 ",70.2,104.0,80.9,11.5,48.8,83132799.0,51.165691,10.451526
852,3400,Hans Peter Wild,81.0,Switzerland,Zug,Flavorings,Food & Beverage,Switzerland,,False,D,M,Wild,Hans Peter,,,,1941.0,6.0,16.0,99.55,0.4,"$703,082,435,360 ",59.6,105.2,83.6,10.1,28.8,8574832.0,46.818188,8.227512
852,3400,Wu Guanjiang & family,54.0,China,Chongqing,Pharmaceuticals,Healthcare,China,,True,D,M,Wu,Guanjiang,,,,1968.0,12.0,21.0,125.08,2.9,"$19,910,000,000,000 ",50.6,100.2,77.0,9.4,59.2,1397715000.0,35.86166,104.195397
852,3400,Yi Zheng,52.0,China,Hangzhou,Software,Technology,China,,True,U,M,Yi,Zheng,,,,1970.0,10.0,15.0,125.08,2.9,"$19,910,000,000,000 ",50.6,100.2,77.0,9.4,59.2,1397715000.0,35.86166,104.195397
852,3400,Eric Yuan & family,53.0,United States,Santa Clara,Zoom Video Communications,Technology,United States,Zoom Video Communications,True,D,M,Yuan,Eric,Founder and CEO,California,West,1970.0,2.0,20.0,117.24,7.5,"$21,427,700,000,000 ",88.2,101.8,78.5,9.6,36.6,328239523.0,37.09024,-95.712891
852,3400,Charles Zegar,75.0,United States,New York,Bloomberg LP,Media & Entertainment,United States,,True,U,M,Zegar,Charles,,New York,Northeast,1948.0,2.0,29.0,117.24,7.5,"$21,427,700,000,000 ",88.2,101.8,78.5,9.6,36.6,328239523.0,37.09024,-95.712891
878,3300,Mohed Altrad,75.0,France,Montpellier,"Scaffolding, cement mixers",Construction & Engineering,France,,True,D,M,Altrad,Mohed,,,,1948.0,3.0,9.0,110.05,1.1,"$2,715,518,274,227 ",65.6,102.5,82.5,24.2,60.7,67059887.0,46.227638,2.213749
878,3300,John Arnold,49.0,United States,Houston,Hedge funds,Finance & Investments,United States,Centaurus Advisors,True,E,M,Arnold,John,Founder,Texas,South,1974.0,3.0,9.0,117.24,7.5,"$21,427,700,000,000 ",88.2,101.8,78.5,9.6,36.6,328239523.0,37.09024,-95.712891
878,3300,Bill Austin,81.0,United States,Brownsville,Hearing aids,Manufacturing,United States,,True,U,M,Austin,Bill,,Texas,South,1942.0,2.0,25.0,117.24,7.5,"$21,427,700,000,000 ",88.2,101.8,78.5,9.6,36.6,328239523.0,37.09024,-95.712891
878,3300,Chen Shibin,56.0,China,Lianyungang,Quartz products,Manufacturing,China,,True,U,M,Chen,Shibin,,,,1966.0,11.0,1.0,125.08,2.9,"$19,910,000,000,000 ",50.6,100.2,77.0,9.4,59.2,1397715000.0,35.86166,104.195397
878,3300,Bennett Dorrance,77.0,United States,Paradise Valley,Campbell Soup,Food & Beverage,United States,,False,U,M,Dorrance,Bennett,,Arizona,West,1946.0,2.0,9.0,117.24,7.5,"$21,427,700,000,000 ",88.2,101.8,78.5,9.6,36.6,328239523.0,37.09024,-95.712891
878,3300,Walter Faria,68.0,Brazil,Rio de Janeiro,Beer,Food & Beverage,Brazil,,True,E,M,Faria,Walter,,,,1955.0,4.0,1.0,167.4,3.7,"$1,839,758,040,766 ",51.3,115.4,75.7,14.2,65.1,212559417.0,-14.235004,-51.92528
878,3300,Walter Frey,79.0,Switzerland,Küsnacht,Car dealerships,Automotive,Switzerland,,False,U,M,Frey,Walter,,,,1943.0,7.0,30.0,99.55,0.4,"$703,082,435,360 ",59.6,105.2,83.6,10.1,28.8,8574832.0,46.818188,8.227512
878,3300,Fu Liquan & family,55.0,China,Hangzhou,Surveillance equipment,Technology,China,,True,D,M,Fu,Liquan,,,,1967.0,8.0,1.0,125.08,2.9,"$19,910,000,000,000 ",50.6,100.2,77.0,9.4,59.2,1397715000.0,35.86166,104.195397
878,3300,John Gandel,88.0,Australia,Melbourne,Shopping malls,Real Estate,Australia,,False,E,M,Gandel,John,,,,1934.0,8.0,13.0,119.8,1.6,"$1,392,680,589,329 ",113.1,100.3,82.7,23.0,47.4,25766605.0,-25.274398,133.775136
878,3300,Peter Gilgan,72.0,Canada,Oakville,Homebuilding,Construction & Engineering,Canada,Mattamy Group Corp.,True,U,M,Gilgan,Peter,"Founder, CEO and Chairman",,,1951.0,1.0,1.0,116.76,1.9,"$1,736,425,629,520 ",68.9,100.9,81.9,12.8,24.5,36991981.0,56.130366,-106.346771
878,3300,Kwek Leng Beng,82.0,Singapore,Singapore,Diversified,Diversified,Singapore,,False,U,M,Kwek,Leng Beng,,,,1941.0,1.0,1.0,114.41,0.6,"$372,062,527,489 ",84.8,100.6,83.1,13.1,21.0,5703569.0,1.352083,103.819836
878,3300,Pablo Legorreta,59.0,United States,Sag Harbor,Investments,Finance & Investments,United States,,True,D,M,Legorreta,Pablo,,New York,Northeast,1963.0,10.0,30.0,117.24,7.5,"$21,427,700,000,000 ",88.2,101.8,78.5,9.6,36.6,328239523.0,37.09024,-95.712891
878,3300,Arnon Milchan,78.0,Israel,Tel Aviv,Movie making,Media & Entertainment,Israel,,True,D,M,Milchan,Arnon,,,,1944.0,12.0,6.0,108.15,0.8,"$395,098,666,122 ",63.4,104.9,82.8,23.1,25.3,9053300.0,31.046051,34.851612
878,3300,Akio Nitori,79.0,Japan,Hokkaido,Home furnishings,Fashion & Retail,Japan,,True,D,M,Nitori,Akio,,,,1944.0,3.0,5.0,105.48,0.5,"$5,081,769,542,380 ",63.2,98.8,84.2,11.9,46.7,126226568.0,36.204824,138.252924
878,3300,Julio Ponce Lerou,77.0,Chile,Santiago,Fertilizer,Metals & Mining,Chile,,True,D,M,Ponce Lerou,Julio,,,,1945.0,11.0,13.0,131.91,2.6,"$282,318,159,745 ",88.5,101.4,80.0,18.2,34.0,18952038.0,-35.675147,-71.542969
878,3300,Rodger Riney & family,77.0,United States,St. Louis,Discount brokerage,Finance & Investments,United States,"Scottrade, Inc.",True,D,M,Riney,Rodger,Cofounder,Missouri,Midwest,1946.0,1.0,1.0,117.24,7.5,"$21,427,700,000,000 ",88.2,101.8,78.5,9.6,36.6,328239523.0,37.09024,-95.712891
878,3300,Phil Ruffin,88.0,United States,Las Vegas,"Casinos, real estate",Diversified,United States,,True,U,M,Ruffin,Phil,,Nevada,West,1935.0,3.0,17.0,117.24,7.5,"$21,427,700,000,000 ",88.2,101.8,78.5,9.6,36.6,328239523.0,37.09024,-95.712891
878,3300,Naguib Sawiris,68.0,Egypt,Cairo,Telecom,Telecom,Egypt,,False,D,M,Sawiris,Naguib,,,,1954.0,6.0,15.0,288.57,9.2,"$303,175,127,598 ",35.2,106.3,71.8,12.5,44.4,100388073.0,26.820553,30.802498
878,3300,Neil Shen,55.0,China,Hong Kong,Venture capital,Finance & Investments,Hong Kong,Sequoia China,True,D,M,Shen,Neil,Investor,,,1967.0,12.0,16.0,125.08,2.9,"$19,910,000,000,000 ",50.6,100.2,77.0,9.4,59.2,1397715000.0,35.86166,104.195397
878,3300,Gil Shwed,54.0,Israel,Tel Aviv,Software,Technology,Israel,,True,D,M,Shwed,Gil,,,,1968.0,6.0,12.0,108.15,0.8,"$395,098,666,122 ",63.4,104.9,82.8,23.1,25.3,9053300.0,31.046051,34.851612
878,3300,Stephen Smith,71.0,Canada,Toronto,Finance and investments,Finance & Investments,Canada,,True,U,M,Smith,Stephen,,,,1951.0,6.0,2.0,116.76,1.9,"$1,736,425,629,520 ",68.9,100.9,81.9,12.8,24.5,36991981.0,56.130366,-106.346771
878,3300,Nik Storonsky,38.0,United Kingdom,London,Fintech,Finance & Investments,United Kingdom,,True,D,M,Storonsky,Nik,,,,1984.0,7.0,21.0,119.62,1.7,"$2,827,113,184,696 ",60.0,101.2,81.3,25.5,30.6,66834405.0,55.378051,-3.435973
878,3300,Jeffrey Talpins,48.0,United States,Larchmont,Hedge fund,Finance & Investments,United States,Element Capital Management,True,U,M,Talpins,Jeffrey,Founder,New York,Northeast,1975.0,3.0,6.0,117.24,7.5,"$21,427,700,000,000 ",88.2,101.8,78.5,9.6,36.6,328239523.0,37.09024,-95.712891
878,3300,Carl Thoma,74.0,United States,Dallas,Investments,Finance & Investments,United States,,True,U,M,Thoma,Carl,Investor,Texas,South,1948.0,10.0,12.0,117.24,7.5,"$21,427,700,000,000 ",88.2,101.8,78.5,9.6,36.6,328239523.0,37.09024,-95.712891
878,3300,Todd Wanek,59.0,United States,St. Petersburg,Furniture,Manufacturing,United States,,False,D,M,Wanek,Todd,,Florida,South,1964.0,3.0,16.0,117.24,7.5,"$21,427,700,000,000 ",88.2,101.8,78.5,9.6,36.6,328239523.0,37.09024,-95.712891
878,3300,Xue Hua,53.0,China,Guangzhou,Agribusiness,Manufacturing,China,,True,D,M,Xue,Hua,,,,,,,125.08,2.9,"$19,910,000,000,000 ",50.6,100.2,77.0,9.4,59.2,1397715000.0,35.86166,104.195397
878,3300,Takao Yasuda,73.0,Singapore,Singapore,Retail,Fashion & Retail,Japan,,True,U,M,Yasuda,Takao,,,,1949.0,5.0,7.0,114.41,0.6,"$372,062,527,489 ",84.8,100.6,83.1,13.1,21.0,5703569.0,1.352083,103.819836
905,3200,Karen Virginia Beckmann Legoretta,53.0,,,Tequila,Food & Beverage,Mexico,,False,U,F,Beckmann Legoretta,Karen Virginia,,,,,,,,,,,,,,,,,
905,3200,Giuliana Benetton,85.0,Italy,Treviso,"Fashion retail, investments",Fashion & Retail,Italy,,True,U,F,Benetton,Giuliana,,,,1937.0,7.0,8.0,110.62,0.6,"$2,001,244,392,042 ",61.9,101.9,82.9,24.3,59.1,60297396.0,41.87194,12.56738
905,3200,Luciano Benetton,87.0,Italy,Ponzano Veneto,"Fashion retail, investments",Fashion & Retail,Italy,,True,U,M,Benetton,Luciano,,,,1935.0,5.0,13.0,110.62,0.6,"$2,001,244,392,042 ",61.9,101.9,82.9,24.3,59.1,60297396.0,41.87194,12.56738
905,3200,Arun Bharat Ram,82.0,India,Delhi,Chemicals,Manufacturing,India,,False,D,M,Bharat Ram,Arun,,,,1940.0,11.0,15.0,180.44,7.7,"$2,611,000,000,000 ",28.1,113.0,69.4,11.2,49.7,1366417754.0,20.593684,78.96288
905,3200,Ron Burkle,70.0,United Kingdom,London,"Supermarkets, investments",Finance & Investments,United States,"The Yucaipa Companies, LLC",True,U,M,Burkle,Ron,Investor,,,1952.0,11.0,12.0,119.62,1.7,"$2,827,113,184,696 ",60.0,101.2,81.3,25.5,30.6,66834405.0,55.378051,-3.435973
905,3200,Chen Kaixuan,64.0,China,Guangzhou,Household chemicals,Manufacturing,China,,True,D,M,Chen,Kaixuan,,,,1958.0,5.0,1.0,125.08,2.9,"$19,910,000,000,000 ",50.6,100.2,77.0,9.4,59.2,1397715000.0,35.86166,104.195397
905,3200,Brunello Cucinelli & family,69.0,Italy,Solomeo,Fashion,Fashion & Retail,Italy,,True,U,M,Cucinelli,Brunello,,,,1953.0,9.0,3.0,110.62,0.6,"$2,001,244,392,042 ",61.9,101.9,82.9,24.3,59.1,60297396.0,41.87194,12.56738
905,3200,Antonio Del Valle Ruiz & family,84.0,Mexico,Mexico City,Chemicals,Manufacturing,Mexico,,True,D,M,Del Valle Ruiz,Antonio,,,,1938.0,8.0,13.0,141.54,3.6,"$1,258,286,717,125 ",40.2,105.8,75.0,13.1,55.1,126014024.0,23.634501,-102.552784
905,3200,Gustavo Denegri & family,86.0,Italy,torino,Biotech,Healthcare,Italy,,True,Split Family Fortune,M,Denegri,Gustavo,,,,1937.0,3.0,17.0,110.62,0.6,"$2,001,244,392,042 ",61.9,101.9,82.9,24.3,59.1,60297396.0,41.87194,12.56738
905,3200,Dong Jinggui,53.0,China,Wuxi,Electric scooters,Automotive,China,,True,U,M,Dong,Jinggui,,,,,,,125.08,2.9,"$19,910,000,000,000 ",50.6,100.2,77.0,9.4,59.2,1397715000.0,35.86166,104.195397
905,3200,Charles Ergen,70.0,United States,Denver,Satellite TV,Media & Entertainment,United States,DISH Network,True,D,M,Ergen,Charles,Founder and Chairman,Colorado,West,1953.0,3.0,1.0,117.24,7.5,"$21,427,700,000,000 ",88.2,101.8,78.5,9.6,36.6,328239523.0,37.09024,-95.712891
905,3200,David Filo,56.0,United States,Palo Alto,Yahoo,Technology,United States,Yahoo!,True,D,M,Filo,David,Chief Yahoo,California,West,1966.0,4.0,15.0,117.24,7.5,"$21,427,700,000,000 ",88.2,101.8,78.5,9.6,36.6,328239523.0,37.09024,-95.712891
905,3200,Lindsay Fox,85.0,Australia,Melbourne,"Logistics, real estate",Logistics,Australia,,True,U,M,Fox,Lindsay,,,,1937.0,4.0,19.0,119.8,1.6,"$1,392,680,589,329 ",113.1,100.3,82.7,23.0,47.4,25766605.0,-25.274398,133.775136
905,3200,Sergei Galitsky,55.0,Russia,Krasnodar,Retail,Fashion & Retail,Russia,,True,E,M,Galitsky,Sergei,,,,1967.0,8.0,14.0,180.75,4.5,"$1,699,876,578,871 ",81.9,102.6,72.7,11.4,46.2,144373535.0,61.52401,105.318756
905,3200,Senapathy Gopalakrishnan,67.0,India,Bangalore,Software services,Technology,India,,True,D,M,Gopalakrishnan,Senapathy,,,,1955.0,4.0,5.0,180.44,7.7,"$2,611,000,000,000 ",28.1,113.0,69.4,11.2,49.7,1366417754.0,20.593684,78.96288
905,3200,Luciano Hang,60.0,Brazil,Brusque,Department stores,Fashion & Retail,Brazil,,True,D,M,Hang,Luciano,,,,1962.0,10.0,11.0,167.4,3.7,"$1,839,758,040,766 ",51.3,115.4,75.7,14.2,65.1,212559417.0,-14.235004,-51.92528
905,3200,Michael Hintze,69.0,United Kingdom,London,Investment,Finance & Investments,Australia,CQS LLP,True,E,M,Hintze,Michael,Founder,,,1953.0,7.0,27.0,119.62,1.7,"$2,827,113,184,696 ",60.0,101.2,81.3,25.5,30.6,66834405.0,55.378051,-3.435973
905,3200,Hu Baifan,60.0,China,Shaoxing,Pharmaceuticals,Healthcare,China,,True,D,M,Hu,Baifan,,,,1962.0,10.0,1.0,125.08,2.9,"$19,910,000,000,000 ",50.6,100.2,77.0,9.4,59.2,1397715000.0,35.86166,104.195397
905,3200,Hamilton James & family,71.0,United States,New York,Investments,Finance & Investments,United States,,True,U,M,James,Hamilton,,New York,Northeast,1951.0,8.0,3.0,117.24,7.5,"$21,427,700,000,000 ",88.2,101.8,78.5,9.6,36.6,328239523.0,37.09024,-95.712891
905,3200,Lee Boo-jin,52.0,South Korea,Seoul,Samsung,Technology,South Korea,,False,D,F,Lee,Boo-jin,,,,1970.0,10.0,6.0,115.16,0.4,"$2,029,000,000,000 ",94.3,98.1,82.6,15.6,33.2,51709098.0,35.907757,127.766922
905,3200,Li Liangbin,55.0,China,Xinyu,Lithium,Manufacturing,China,,True,D,M,Li,Liangbin,,,,1967.0,9.0,1.0,125.08,2.9,"$19,910,000,000,000 ",50.6,100.2,77.0,9.4,59.2,1397715000.0,35.86166,104.195397
905,3200,Liang Feng,54.0,China,Shanghai,Manufacturing,Manufacturing,China,,True,D,M,Liang,Feng,,,,1968.0,11.0,22.0,125.08,2.9,"$19,910,000,000,000 ",50.6,100.2,77.0,9.4,59.2,1397715000.0,35.86166,104.195397
905,3200,Samir Mehta,59.0,India,Ahmedabad,"Pharmaceuticals, power",Healthcare,India,,False,U,M,Mehta,Samir,,,,1963.0,9.0,18.0,180.44,7.7,"$2,611,000,000,000 ",28.1,113.0,69.4,11.2,49.7,1366417754.0,20.593684,78.96288
905,3200,Sudhir Mehta,68.0,India,Ahmedabad,"Pharmaceuticals, power",Healthcare,India,,False,U,M,Mehta,Sudhir,,,,1954.0,4.0,10.0,180.44,7.7,"$2,611,000,000,000 ",28.1,113.0,69.4,11.2,49.7,1366417754.0,20.593684,78.96288
905,3200,Aristotelis Mistakidis,61.0,Switzerland,Zug,"Mining, commodities",Metals & Mining,Greece,,True,D,M,Mistakidis,Aristotelis,,,,1961.0,11.0,21.0,99.55,0.4,"$703,082,435,360 ",59.6,105.2,83.6,10.1,28.8,8574832.0,46.818188,8.227512
905,3200,Geoffrey Palmer,72.0,United States,Beverly Hills,Real estate,Real Estate,United States,,False,N,M,Palmer,Geoffrey,,California,West,1950.0,5.0,11.0,117.24,7.5,"$21,427,700,000,000 ",88.2,101.8,78.5,9.6,36.6,328239523.0,37.09024,-95.712891
905,3200,Roger Penske,86.0,United States,Birmingham,Cars,Automotive,United States,,True,U,M,Penske,Roger,,Michigan,Midwest,1937.0,2.0,20.0,117.24,7.5,"$21,427,700,000,000 ",88.2,101.8,78.5,9.6,36.6,328239523.0,37.09024,-95.712891
905,3200,Ravi Pillai,69.0,United Arab Emirates,Dubai,Construction,Construction & Engineering,India,,True,U,M,Pillai,Ravi,,,,1953.0,9.0,2.0,114.52,-1.9,"$421,142,267,938 ",36.8,108.4,77.8,0.1,15.9,9770529.0,23.424076,53.847818
905,3200,David Rubenstein,73.0,United States,Bethesda,Private equity,Finance & Investments,United States,Carlyle Group,True,D,M,Rubenstein,David,Cofounder and Co-executive Chairman,Maryland,South,1949.0,8.0,11.0,117.24,7.5,"$21,427,700,000,000 ",88.2,101.8,78.5,9.6,36.6,328239523.0,37.09024,-95.712891
905,3200,Hilton Schlosberg,70.0,United States,Irvine,Energy drinks,Food & Beverage,United Kingdom,,True,U,M,Schlosberg,Hilton,,California,West,1953.0,1.0,1.0,117.24,7.5,"$21,427,700,000,000 ",88.2,101.8,78.5,9.6,36.6,328239523.0,37.09024,-95.712891
905,3200,Klaus-Peter Schulenberg,71.0,Germany,Bremen,Ticketing service,Service,Germany,,True,U,M,Schulenberg,Klaus-Peter,,,,1951.0,7.0,1.0,112.85,1.4,"$3,845,630,030,824 ",70.2,104.0,80.9,11.5,48.8,83132799.0,51.165691,10.451526
905,3200,Lynn Schusterman & family,84.0,United States,Tulsa,"Oil & gas, investments",Energy,United States,,False,D,F,Schusterman,Lynn,,Oklahoma,South,1939.0,1.0,21.0,117.24,7.5,"$21,427,700,000,000 ",88.2,101.8,78.5,9.6,36.6,328239523.0,37.09024,-95.712891
905,3200,Isabella Seràgnoli,77.0,Italy,Bologna,Packaging,Manufacturing,Italy,,False,U,F,Seràgnoli,Isabella,,,,1945.0,12.0,23.0,110.62,0.6,"$2,001,244,392,042 ",61.9,101.9,82.9,24.3,59.1,60297396.0,41.87194,12.56738
905,3200,Shen Guojun,60.0,China,Beijing,Retail,Fashion & Retail,China,,True,D,M,Shen,Guojun,,,,1962.0,7.0,31.0,125.08,2.9,"$19,910,000,000,000 ",50.6,100.2,77.0,9.4,59.2,1397715000.0,35.86166,104.195397
905,3200,Warren Stephens,66.0,United States,Little Rock,Investment banking,Finance & Investments,United States,,False,U,M,Stephens,Warren,,Arkansas,South,1957.0,2.0,18.0,117.24,7.5,"$21,427,700,000,000 ",88.2,101.8,78.5,9.6,36.6,328239523.0,37.09024,-95.712891
905,3200,Pat Stryker,66.0,United States,Fort Collins,Medical equipment,Healthcare,United States,,False,U,F,Stryker,Pat,,Colorado,West,1956.0,4.0,6.0,117.24,7.5,"$21,427,700,000,000 ",88.2,101.8,78.5,9.6,36.6,328239523.0,37.09024,-95.712891
905,3200,Roman Trotsenko,52.0,Russia,Moscow,"Transport, engineering, real estate",Logistics,Russia,,True,R,M,Trotsenko,Roman,,,,1970.0,9.0,12.0,180.75,4.5,"$1,699,876,578,871 ",81.9,102.6,72.7,11.4,46.2,144373535.0,61.52401,105.318756
905,3200,Harald Tschira,48.0,Germany,Heidelberg,Software,Technology,Germany,,False,Split Family Fortune,M,Tschira,Harald,,,,1974.0,4.0,25.0,112.85,1.4,"$3,845,630,030,824 ",70.2,104.0,80.9,11.5,48.8,83132799.0,51.165691,10.451526
905,3200,Udo Tschira,53.0,Germany,Wiesloch,Software,Technology,Germany,,False,Split Family Fortune,M,Tschira,Udo,,,,1969.0,9.0,17.0,112.85,1.4,"$3,845,630,030,824 ",70.2,104.0,80.9,11.5,48.8,83132799.0,51.165691,10.451526
905,3200,Vincent Viola,67.0,United States,New York,Electronic trading,Finance & Investments,United States,,True,D,M,Viola,Vincent,,New York,Northeast,1956.0,2.0,12.0,117.24,7.5,"$21,427,700,000,000 ",88.2,101.8,78.5,9.6,36.6,328239523.0,37.09024,-95.712891
905,3200,Wu Shaoxun,67.0,China,Daye,Wine,Food & Beverage,China,,True,D,M,Wu,Shaoxun,,,,1956.0,1.0,1.0,125.08,2.9,"$19,910,000,000,000 ",50.6,100.2,77.0,9.4,59.2,1397715000.0,35.86166,104.195397
905,3200,Steve Wynn,81.0,United States,Palm Beach,"Casinos, hotels",Gambling & Casinos,United States,Wynn Resorts,True,D,M,Wynn,Steve,Cofounder,Florida,South,1942.0,1.0,27.0,117.24,7.5,"$21,427,700,000,000 ",88.2,101.8,78.5,9.6,36.6,328239523.0,37.09024,-95.712891
905,3200,Jon Yarbrough,65.0,United States,Franklin,Video games,Gambling & Casinos,United States,,True,U,M,Yarbrough,Jon,,Tennessee,South,1957.0,5.0,10.0,117.24,7.5,"$21,427,700,000,000 ",88.2,101.8,78.5,9.6,36.6,328239523.0,37.09024,-95.712891
905,3200,Zhou Bajin,87.0,China,Changzhou,Auto parts,Manufacturing,China,,True,D,M,Zhou,Bajin,,,,1935.0,5.0,1.0,125.08,2.9,"$19,910,000,000,000 ",50.6,100.2,77.0,9.4,59.2,1397715000.0,35.86166,104.195397
949,3100,Cho Tak Wong,76.0,China,Fuqing,Auto parts,Manufacturing,Hong Kong,,True,D,M,Cho,Tak Wong,,,,1946.0,5.0,15.0,125.08,2.9,"$19,910,000,000,000 ",50.6,100.2,77.0,9.4,59.2,1397715000.0,35.86166,104.195397
949,3100,John Coates,53.0,United Kingdom,Stoke-On-Trent,Online gambling,Gambling & Casinos,United Kingdom,,True,U,M,Coates,John,,,,1970.0,1.0,7.0,119.62,1.7,"$2,827,113,184,696 ",60.0,101.2,81.3,25.5,30.6,66834405.0,55.378051,-3.435973
949,3100,Ryan Cohen,37.0,United States,Bal Harbour,Investments,Finance & Investments,Canada,,True,U,M,Cohen,Ryan,,Florida,South,1985.0,8.0,4.0,117.24,7.5,"$21,427,700,000,000 ",88.2,101.8,78.5,9.6,36.6,328239523.0,37.09024,-95.712891
949,3100,Deng Wen,55.0,China,Chengdu,Flavorings,Food & Beverage,China,,True,U,M,Deng,Wen,,,,1968.0,3.0,1.0,125.08,2.9,"$19,910,000,000,000 ",50.6,100.2,77.0,9.4,59.2,1397715000.0,35.86166,104.195397
949,3100,Gurbachan Singh Dhingra,72.0,India,Delhi,Paints,Manufacturing,India,,True,D,M,Dhingra,Gurbachan Singh,,,,1950.0,4.0,9.0,180.44,7.7,"$2,611,000,000,000 ",28.1,113.0,69.4,11.2,49.7,1366417754.0,20.593684,78.96288
949,3100,Kuldip Singh Dhingra,75.0,India,Delhi,Paints,Manufacturing,India,,True,D,M,Dhingra,Kuldip Singh,,,,1947.0,9.0,2.0,180.44,7.7,"$2,611,000,000,000 ",28.1,113.0,69.4,11.2,49.7,1366417754.0,20.593684,78.96288
949,3100,Martin Ebner,77.0,Switzerland,Wilen,Investments,Finance & Investments,Switzerland,,True,D,M,Ebner,Martin,,,,1945.0,8.0,1.0,99.55,0.4,"$703,082,435,360 ",59.6,105.2,83.6,10.1,28.8,8574832.0,46.818188,8.227512
949,3100,Charles Edelstenne,85.0,France,Paris,Aviation,Manufacturing,France,,True,D,M,Edelstenne,Charles,,,,1938.0,1.0,3.0,110.05,1.1,"$2,715,518,274,227 ",65.6,102.5,82.5,24.2,60.7,67059887.0,46.227638,2.213749
949,3100,Sergei Gordeev,50.0,Russia,Moscow,Real estate,Real Estate,Russia,,True,U,M,Gordeev,Sergei,,,,1972.0,11.0,22.0,180.75,4.5,"$1,699,876,578,871 ",81.9,102.6,72.7,11.4,46.2,144373535.0,61.52401,105.318756
949,3100,Jeff T. Green,46.0,United States,Newbury Park,Digital advertising,Media & Entertainment,United States,,True,D,M,Green,Jeff T.,,California,West,1977.0,3.0,30.0,117.24,7.5,"$21,427,700,000,000 ",88.2,101.8,78.5,9.6,36.6,328239523.0,37.09024,-95.712891
949,3100,Reed Hastings,62.0,United States,Santa Cruz,Netflix,Technology,United States,Netflix,True,D,M,Hastings,Reed,CEO,California,West,1960.0,10.0,8.0,117.24,7.5,"$21,427,700,000,000 ",88.2,101.8,78.5,9.6,36.6,328239523.0,37.09024,-95.712891
949,3100,Bertil Hult,82.0,Switzerland,Lucerne,Education,Service,Sweden,,True,D,M,Hult,Bertil,,,,1941.0,2.0,10.0,99.55,0.4,"$703,082,435,360 ",59.6,105.2,83.6,10.1,28.8,8574832.0,46.818188,8.227512
949,3100,Miguel Krigsner,73.0,Brazil,Sao Jose dos Pinhais,Cosmetics,Fashion & Retail,Brazil,,True,D,M,Krigsner,Miguel,,,,1950.0,1.0,9.0,167.4,3.7,"$1,839,758,040,766 ",51.3,115.4,75.7,14.2,65.1,212559417.0,-14.235004,-51.92528
949,3100,Kuok Khoon Hong,73.0,Singapore,Singapore,Palm oil,Manufacturing,Singapore,,False,D,M,Kuok,Khoon Hong,,,,1950.0,1.0,1.0,114.41,0.6,"$372,062,527,489 ",84.8,100.6,83.1,13.1,21.0,5703569.0,1.352083,103.819836
949,3100,Aerin Lauder,52.0,United States,New York,Estee Lauder,Fashion & Retail,United States,,False,D,F,Lauder,Aerin,,New York,Northeast,1970.0,4.0,23.0,117.24,7.5,"$21,427,700,000,000 ",88.2,101.8,78.5,9.6,36.6,328239523.0,37.09024,-95.712891
